date,pred_price
2025-08-29,100.71212005615234
2025-08-30,100.71212005615234
2025-08-31,100.71212005615234
2025-09-01,100.71212005615234
2025-09-02,100.71212005615234
2025-09-03,100.71212005615234
2025-09-04,100.71212005615234
